path,git_blob_id,sha256,bytes,lines,language,generated,generator,public_surface,security_critical,science_critical,authority_critical,reviewer,review_status,requirements,assumptions,defects,tests,evidence,disposition,completed_at
conformance/baseline/v0.7.0/vectors/stimulus_frame.json,9a51bad7362a7c1459f84bbbe8d0dd979e33f698,f6b15196d8a235142d833a4e60391e1aed933e9cb58f18b0ef60da2e7bdb9b2a,206,15,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:9a51bad7362a7c1459f84bbbe8d0dd979e33f698;sha256:f6b15196d8a235142d833a4e60391e1aed933e9cb58f18b0ef60da2e7bdb9b2a,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.7.0/wire_manifest.json,9ecf05dd883558dbea510bf2df4f6530ab387276,d37a7337e4604c8da8e84b51293a2c3255e061c3a48312e9e586c9766eb4a65d,16750,471,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:9ecf05dd883558dbea510bf2df4f6530ab387276;sha256:d37a7337e4604c8da8e84b51293a2c3255e061c3a48312e9e586c9766eb4a65d,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/capabilities.schema.json,e610774e2b817999a275ce1a61244db4f5e9e668,1bcd2a087852514872ca7e8ca11151d1df3475e51a8d002281f82cc11dceac3a,3578,161,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:e610774e2b817999a275ce1a61244db4f5e9e668;sha256:1bcd2a087852514872ca7e8ca11151d1df3475e51a8d002281f82cc11dceac3a,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/close_session.schema.json,a4efeef75be9c08e69799020633ac6dc3fc51741,2eafe21099cfee1bf41f7066162f18e1d8f9df00ecd785ea4d89d7798a26bbea,1166,40,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:a4efeef75be9c08e69799020633ac6dc3fc51741;sha256:2eafe21099cfee1bf41f7066162f18e1d8f9df00ecd785ea4d89d7798a26bbea,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/command_frame.schema.json,6f77424e2b041a6c66203ab586c11bdc6ecf1cce,abd9743323e4f6eabdbc27888704462b1b1fd128777422b35146605709a01344,5888,158,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,YES,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:6f77424e2b041a6c66203ab586c11bdc6ecf1cce;sha256:abd9743323e4f6eabdbc27888704462b1b1fd128777422b35146605709a01344,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/control_status.schema.json,ce7e1e570feeedc183b8bbf076ed349cac5aad02,147eeef388c8103a481dfdc17dbd4f62c69efd857c6610fe941b2ef267d6d6c9,3472,105,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:ce7e1e570feeedc183b8bbf076ed349cac5aad02;sha256:147eeef388c8103a481dfdc17dbd4f62c69efd857c6610fe941b2ef267d6d6c9,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/error.schema.json,9dde73919e683a685b5c3745848828d50cc0684e,032f1306323fe484c4fec11df7fbdaef73cbdaa26294d52228d9f9eb09dce16c,1763,62,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:9dde73919e683a685b5c3745848828d50cc0684e;sha256:032f1306323fe484c4fec11df7fbdaef73cbdaa26294d52228d9f9eb09dce16c,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/index.json,8ec764afa16cf21b1236bca0cb494671e55d6ef1,898fcd67089e004abedb8ec91169f8c1d1de4c39d1cff91bd7b8fc46bfacd0fd,466,20,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:8ec764afa16cf21b1236bca0cb494671e55d6ef1;sha256:898fcd67089e004abedb8ec91169f8c1d1de4c39d1cff91bd7b8fc46bfacd0fd,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/link_status.schema.json,743759e007b334ff959e925046cecc4b3de901a6,1fc3ae75d2029d8726bff8791615a11a83362f6245337f11a0f6bf46b0c4bd7b,4031,114,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:743759e007b334ff959e925046cecc4b3de901a6;sha256:1fc3ae75d2029d8726bff8791615a11a83362f6245337f11a0f6bf46b0c4bd7b,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/observation_frame.schema.json,5c109b6aaa141fb31f0e5b3d6217fc5a7a220fdc,9343d6fc0a9ec772e799c12f0fc1d16a424122a03a818c4685346011df8c9578,5649,181,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:5c109b6aaa141fb31f0e5b3d6217fc5a7a220fdc;sha256:9343d6fc0a9ec772e799c12f0fc1d16a424122a03a818c4685346011df8c9578,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/open_session.schema.json,26414afe5aa5fabacc64f116ccab2778f2d64b1f,22c97416bcfcda3360e1f864a4515d5288f2230bafcfb2a094fd12198efaa847,8633,353,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:26414afe5aa5fabacc64f116ccab2778f2d64b1f;sha256:22c97416bcfcda3360e1f864a4515d5288f2230bafcfb2a094fd12198efaa847,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/run_request.schema.json,219a88573e9b9d541ee789307874edbbabecad8d,4e8b8f7e60518373cd6b3b9f7ef2d02c0136c44a2b54d9eb2c25e45cf7e87aa7,3139,117,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:219a88573e9b9d541ee789307874edbbabecad8d;sha256:4e8b8f7e60518373cd6b3b9f7ef2d02c0136c44a2b54d9eb2c25e45cf7e87aa7,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/sensor_frame.schema.json,ce54b5fd18f148fd1064b82893d56fde0dafdd13,924058d9faf5f5f33156866d20839b874878651c26667c466a9aa1d7c8b5eb36,4197,101,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:ce54b5fd18f148fd1064b82893d56fde0dafdd13;sha256:924058d9faf5f5f33156866d20839b874878651c26667c466a9aa1d7c8b5eb36,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/session_closed.schema.json,2e3b13ac61c81bd1343e832e04154d5795eda574,3b724af964c12394974b8b65b422b674078298be2ce34fdac49bb610d0904c14,1222,44,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:2e3b13ac61c81bd1343e832e04154d5795eda574;sha256:3b724af964c12394974b8b65b422b674078298be2ce34fdac49bb610d0904c14,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/session_opened.schema.json,19711b53e4e3f9b1fd5fc2b2147ab39cd264d213,692666b08a851855e6110b639e798aa15eb23641f5c80d199cb09a1bab6deb21,3738,139,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:19711b53e4e3f9b1fd5fc2b2147ab39cd264d213;sha256:692666b08a851855e6110b639e798aa15eb23641f5c80d199cb09a1bab6deb21,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/step_request.schema.json,d5be00ead1dd29863e8ee2c82ce7c88180f91a65,2c1a3547ee7ed21f2cca6661ebbd374369199d41a096f75d09c9f0a28cd045d0,3167,120,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:d5be00ead1dd29863e8ee2c82ce7c88180f91a65;sha256:2c1a3547ee7ed21f2cca6661ebbd374369199d41a096f75d09c9f0a28cd045d0,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/schemas/stimulus_frame.schema.json,ac7e2cc33d8eb5221bac12513f399a76f0733390,3602e6ac7127c6fde35b307c39a93f5b1d9b8faaea70cebf029e39ad4331c8bb,2099,74,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:ac7e2cc33d8eb5221bac12513f399a76f0733390;sha256:3602e6ac7127c6fde35b307c39a93f5b1d9b8faaea70cebf029e39ad4331c8bb,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/bulk_observation.bin,85c10699df0f7d3832140ad37ed3f96436af39fc,c5852cc66635307cda2ba6be1fc9d695ad6a961f4e77ab82ef1c76de5901df99,104,0,binary fixture,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:85c10699df0f7d3832140ad37ed3f96436af39fc;sha256:c5852cc66635307cda2ba6be1fc9d695ad6a961f4e77ab82ef1c76de5901df99,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/capabilities.json,e2cafd43367eac13559a1615b3ae0df7c86aac9f,0e4fecf1256030294bba1c616ac4a3403713e8f4331436dbeabc7baddf26e5d1,660,33,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:e2cafd43367eac13559a1615b3ae0df7c86aac9f;sha256:0e4fecf1256030294bba1c616ac4a3403713e8f4331436dbeabc7baddf26e5d1,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/close_session.json,4b12571f6e5ecb9ddd7049d250ddc81a3f0954d1,19fdbd9f4108eb14beacdff25a62e1d17ca1c67a709b3aa2ab724055c9eca984,161,8,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:4b12571f6e5ecb9ddd7049d250ddc81a3f0954d1;sha256:19fdbd9f4108eb14beacdff25a62e1d17ca1c67a709b3aa2ab724055c9eca984,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/command_frame.json,a66487f21c0892dfc95fd72bf647fed75a40e7b8,3e3d73235fe2dd4288158c29f9cd2f3f17034f7a58d803682f45c145a9733f2e,578,32,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,YES,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:a66487f21c0892dfc95fd72bf647fed75a40e7b8;sha256:3e3d73235fe2dd4288158c29f9cd2f3f17034f7a58d803682f45c145a9733f2e,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/control_status.json,627a9f1e41639db40f1fc4316fe90aee92886352,cd25b809c5cf31c75e453fe13d76cca0eb12ef5bbb76e827795d1e24837716c6,365,18,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:627a9f1e41639db40f1fc4316fe90aee92886352;sha256:cd25b809c5cf31c75e453fe13d76cca0eb12ef5bbb76e827795d1e24837716c6,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/error.json,01370ef2d6b8a744617ae1ebdcf6a8ba97ef6d16,f85cba1da70d290680ec7c93d9397cc8c2b8f15f93c0a28af917f025497d82d5,140,7,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:01370ef2d6b8a744617ae1ebdcf6a8ba97ef6d16;sha256:f85cba1da70d290680ec7c93d9397cc8c2b8f15f93c0a28af917f025497d82d5,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/link_status.json,114ed9e495157ecff9238e2a8de4d7a879d31b24,6a3e380fbfb3f6c1ac8905e960f2b867c35fe059054c04f5c97cbb56b3be4286,447,22,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/repo_gap_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:114ed9e495157ecff9238e2a8de4d7a879d31b24;sha256:6a3e380fbfb3f6c1ac8905e960f2b867c35fe059054c04f5c97cbb56b3be4286,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/observation_frame.json,5d41df9b01ef50a5b168b00419a9fde1a6def043,b8a5862d568d54e5cb5f0b409326f65e3a039ec50fb7904ccfdbfc7d8a486d35,897,49,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:5d41df9b01ef50a5b168b00419a9fde1a6def043;sha256:b8a5862d568d54e5cb5f0b409326f65e3a039ec50fb7904ccfdbfc7d8a486d35,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/open_session.json,81e43f1c1fb582b669a9cbe2347f2897cca1f673,f8d523dd828aacc54a9a9dd52cdd6f6530b8f31e1d059531ff937c1ab1d5bd26,880,50,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:81e43f1c1fb582b669a9cbe2347f2897cca1f673;sha256:f8d523dd828aacc54a9a9dd52cdd6f6530b8f31e1d059531ff937c1ab1d5bd26,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/run_request.json,26fa43da11a6b8fc1f67444fffecc119eec0dcce,b727be9fcec2d1c00ea5142ab501854ab4150f8129276f5aa2489bb8e4a2ddf4,501,26,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/cross_repo_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:26fa43da11a6b8fc1f67444fffecc119eec0dcce;sha256:b727be9fcec2d1c00ea5142ab501854ab4150f8129276f5aa2489bb8e4a2ddf4,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/sensor_frame.json,a2ddcf8245cd24b5c1c2b263e348197455d5a65c,471d55f42c72f7bb2e1f1bb6b9f5f84f03e218499228b67b0a5868cf444ff000,408,24,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:a2ddcf8245cd24b5c1c2b263e348197455d5a65c;sha256:471d55f42c72f7bb2e1f1bb6b9f5f84f03e218499228b67b0a5868cf444ff000,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
conformance/baseline/v0.8.0/vectors/session_closed.json,88530b0f6d5875f60c6482f4e5d21833bf41da30,3c022d50d3e51cfeb1ef11a85f9fc1ff5dce4db5a8d266dd159a35d30c671bd6,176,9,JSON,FROZEN,immutable release/candidate baseline; verified by scripts/check_released_baselines.py or scripts/check_wire_baseline.py,NO,NO,YES,NO,/root/handoff_audit,INTERNAL_AI_REVIEW_COMPLETE_WITH_OPEN_FINDINGS,T000-T009;T030-T034;T125-T145,"Mechanical classification only; reviewer confirms semantics, generator provenance, criticality, tests, and disposition.",See max-effort task review and retained lane findings; unresolved findings do not close this row.,scripts/check.sh,git:f08c2ad5f68bab0a583db918439660636996ca07:88530b0f6d5875f60c6482f4e5d21833bf41da30;sha256:3c022d50d3e51cfeb1ef11a85f9fc1ff5dce4db5a8d266dd159a35d30c671bd6,OPEN_PENDING_TASK_CLOSURE_AND_INDEPENDENT_REVIEW,2026-07-14T20:48:47Z
